"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
1,1,0.5,5,5000,570,1,1,0.0178550944346532,0.0490289605810032,0.0289139325295223,0.00222922433107766
1,1,0.5,5,5000,572,1,1,-0.00207490112082726,0.0451192975903946,-0.014315881065201,0.0010278285145682
1,1,0.5,5,5000,574,1,1,0.0509600020651123,0.0777820517722872,0.039201627919215,0.00572802960450235
1,1,0.5,5,5000,576,1,1,0.00304737585704911,0.0364292968499482,0.00896816137886964,0.000145561429286166
1,1,0.5,5,5000,578,1,1,0.0180124793410307,0.0750626757305915,-0.0185894515574481,0.00351613352438631
1,1,0.5,5,5000,580,1,1,0.00481921103229368,0.0568978257016482,0.0291535691919937,0.00428024754320575
1,1,0.5,5,5000,582,1,1,-0.0264495518980221,0.0423546188483281,0.000352008318302242,0.00259989824639588
1,1,0.5,5,5000,584,1,1,0.0477045349057176,0.024663694898689,0.0110120145614597,0.00186138065223047
1,1,0.5,5,5000,586,1,1,0.0102452315994204,0.0375366854222229,0.00205310491900099,0.00087970247467706
1,1,0.5,5,5000,588,1,1,-0.0117016530595255,0.0435184428891572,-0.0176472969077292,0.000587415940232537
1,1,0.5,5,5000,590,1,1,0.0474856340592353,0.0533988234421274,0.0360546926514466,0.00141029632365562
1,1,0.5,5,5000,592,1,1,-0.0194031278790898,0.0723550735097199,-0.0377739164033996,0.0034990998621179
1,1,0.5,5,5000,594,1,1,0.0182571540243187,0.0803072589842838,0.0171615029217377,0.00276409462601732
1,1,0.5,5,5000,596,1,1,-0.0292778763715698,0.0637216673982124,-0.0041518781145587,0.00154224139330276
1,1,0.5,5,5000,598,1,1,-0.0225288516981107,0.058746817075398,-0.0125542999536046,0.00421031872317481
1,1,0.5,5,5000,600,1,1,-0.0294442888929866,0.0500035227255406,-0.0168546919638388,0.00176913072426705
1,1,0.5,5,5000,602,1,1,0.0162101643385092,0.060883083511837,0.027563037831691,0.00498513513655737
1,1,0.5,5,5000,604,1,1,-0.0210280160370179,0.0824785723779612,-0.000855820025309595,0.00287093961133115
1,1,0.5,5,5000,606,1,1,-0.0151196850892568,0.0948263609860134,-0.00345268623226271,0.00229785554488956
1,1,0.5,5,5000,608,1,1,0.0148296987178898,0.0363578174193246,0.0100879678293526,0.00100090986964391
1,1,0.5,5,5000,610,1,1,0.00973312799104833,0.0698437918516978,-0.00638357475837472,0.00202306399996963
1,1,0.5,5,5000,612,1,1,-0.0215885514541832,0.0135387011303622,-0.023163181857614,0.00191029426823353
1,1,0.5,5,5000,614,1,1,-0.0339312588105768,0.0611427733798439,0.00263527815584164,0.000640762396289131
1,1,0.5,5,5000,616,1,1,0.0582612453443877,0.0519453454780054,0.000749656075494914,0.00289812873729438
1,1,0.5,5,5000,618,1,1,-0.00623796362205551,0.0677446930443385,0.0039392688717399,0.00539277518813931
1,1,0.5,5,5000,620,1,1,0.0145794479645591,0.0504299123023923,0.0138514968820866,0.00125202342527661
1,1,0.5,5,5000,622,1,1,-0.0183742871059357,0.0724874286637429,-0.0472244250473059,0.00349006538836702
1,1,0.5,5,5000,624,1,1,0.00432453849041765,0.0543323378470881,-0.0173018752883328,0.00371555103196537
1,1,0.5,5,5000,626,1,1,0.0543416285432805,0.0827534806576305,0.0436813854904619,0.00715905075982147
1,1,0.5,5,5000,628,1,1,0.0628935060221275,0.0558621691061871,0.0320066178687444,0.00352093557093358
1,1,0.5,5,5000,630,1,1,-0.0437799132436927,0.0504963108616179,-0.00300315547512935,0.00110018616015632
1,1,0.5,5,5000,632,1,1,0.0072576898426179,0.0345158243362945,0.0115172348071988,0.00244454911582546
1,1,0.5,5,5000,634,1,1,0.0518858943010958,0.071896817214136,0.0163700801957818,0.00109704624739732
1,1,0.5,5,5000,636,1,1,-0.0168664592537496,0.0716807690669174,-0.001655249338255,0.00274474012424601
1,1,0.5,5,5000,638,1,1,0.0229671204520374,0.0488012445355809,0.0139734028859316,0.00272235984690666
1,1,0.5,5,5000,640,1,1,-0.00402657354108971,0.0375934581536625,0.0540609975400162,0.00359351087342926
1,1,0.5,5,5000,642,1,1,-0.0350837884665325,0.032899667154548,-0.0323425631790458,0.00260337066353095
1,1,0.5,5,5000,644,1,1,-0.0347492331287083,0.0506741354031064,-0.056493507293953,0.00236440680146074
1,1,0.5,5,5000,646,1,1,0.00330370640878375,0.0553109421241112,0.0374941181121958,0.00219541057011099
1,1,0.5,5,5000,648,1,1,0.0261649787326516,0.0453689289009652,0.041045790060989,0.00649376242641768
1,1,0.5,5,5000,650,1,1,0.00571253920201891,0.0593987995191267,0.0209443241779981,0.00201301837340968
1,1,0.5,5,5000,652,1,1,-0.0138536277474227,0.0367297514971638,-0.0277808036327604,0.00589417960673892
1,1,0.5,5,5000,654,1,1,-0.0370978402509963,0.0526364708249144,-0.0227577140061723,0.00552835367637168
1,1,0.5,5,5000,656,1,1,0.00622081533447243,0.0391389264923855,0.0387916925506504,0.00171730263721945
1,1,0.5,5,5000,658,1,1,-0.0253739680466204,0.068685873902731,-0.00340467829374203,0.00846875710179523
1,1,0.5,5,5000,660,1,1,0.0260630672259046,0.0414213174045409,0.00219333639641275,0.00308081970686412
1,1,0.5,5,5000,662,1,1,0.00577131107606277,0.0864003554076688,0.0132974329513851,0.00112243078543509
1,1,0.5,5,5000,664,1,1,-0.00468851976546904,0.079818794749351,0.0547502507024816,0.00387078821743671
1,1,0.5,5,5000,666,1,1,0.0161146928467834,0.1045948637303,-0.0086639093439042,0.000896725709703795
1,1,0.5,5,5000,668,1,1,0.0432847231404915,0.0889962104073983,0.0472541574160621,0.00189323107592871
1,1,0.5,5,5000,670,1,1,0.0258367518122215,0.0723580282709302,0.00398131133604878,0.00148721024800568
1,1,0.5,5,5000,672,1,1,-0.0189047384891989,0.0587790642256286,-0.0215584812559323,0.000299828869273591
1,1,0.5,5,5000,674,1,1,0.00890386912578351,0.0654770827759428,-0.008039168046336,0.00271531943995427
1,1,0.5,5,5000,676,1,1,-0.014611944606365,0.0503807648969502,-0.010235597039875,0.00157270417594965
1,1,0.5,5,5000,678,1,1,-0.0343838444983115,0.075303342127869,-0.00953684343545178,0.00390995964597587
1,1,0.5,5,5000,680,1,1,-0.0106093593898156,0.056527245412032,0.00195067728742937,0.00123222304592019
1,1,0.5,5,5000,682,1,1,-0.00423169365433715,0.0325963464069401,-0.0041055727308501,0.00303060569499161
1,1,0.5,5,5000,684,1,1,-0.0241392347881989,0.0230726525018457,-0.00842312328350161,0.00182643258726469
1,1,0.5,5,5000,686,1,1,0.0359531565491976,0.0624408930875322,0.0257164643472741,0.0019963411835092
1,1,0.5,5,5000,688,1,1,0.0240692869207422,0.0388433587975004,0.0120112451386391,0.00238204986887641
1,1,0.5,5,5000,690,1,1,0.0228881452816981,0.0556141373902454,-0.001444449071707,0.00493472457081577
1,1,0.5,5,5000,692,1,1,0.00511564036005694,0.0860320685383911,0.0183433763329921,0.0043038435485604
1,1,0.5,5,5000,694,1,1,-0.0383640994779274,0.0672250154423778,-0.0137636506057778,0.00159051300797128
1,1,0.5,5,5000,696,1,1,0.018657310202928,0.0552127603703168,0.0358412811803234,0.000433272606488103
1,1,0.5,5,5000,698,1,1,-0.0360539214448019,0.0402339040327759,-0.000496012067688431,0.00141303944350647
1,1,0.5,5,5000,700,1,1,-0.0292739029569753,0.0650951877844146,-0.00821153762974407,0.00184306400981337
1,1,0.5,5,5000,702,1,1,-0.0114081070155615,0.0623273547115703,-0.0144573292640567,0.00210096279763563
1,1,0.5,5,5000,704,1,1,-0.0634809984890075,0.0579150101472068,-0.0218765657230445,0.00193782771203864
1,1,0.5,5,5000,706,1,1,-0.050450984211868,0.0809160447725023,-0.0014911547103384,0.0017166959849884
1,1,0.5,5,5000,708,1,1,0.00390752789173645,0.0524444908352009,0.00620320176944638,0.00345181127784678
1,1,0.5,5,5000,710,1,1,-0.000697121335384598,0.0434071667444667,-0.0100570978878558,0.00495525409978733
1,1,0.5,5,5000,712,1,1,0.00687731395355957,0.0721207917775432,-0.0125472428625995,0.0043076037608603
1,1,0.5,5,5000,714,1,1,-0.0496842132186382,0.0905296905671525,-0.00968241601713355,0.00959605593696822
1,1,0.5,5,5000,716,1,1,-0.0428095406477298,0.0684545339442608,-0.0193284123392817,0.0038620052999037
1,1,0.5,5,5000,718,1,1,0.0410521798316176,0.0361463772720143,-0.0138346026123898,0.00169063836654862
1,1,0.5,5,5000,720,1,1,0.0580008478797952,0.0539567692101249,0.00772934802616667,0.00482732096143524
1,1,0.5,5,5000,722,1,1,-0.0364881542637325,0.140862017380464,0.00101826987067276,0.00479899158426948
1,1,0.5,5,5000,724,1,1,0.077537800571548,0.109623706138475,0.0721066759184997,0.00785217273169934
1,1,0.5,5,5000,726,1,1,-0.0114769609229091,0.054108773256769,-0.0110816517360241,0.00254588559130833
1,1,0.5,5,5000,728,1,1,0.0196543488008623,0.047686120847673,0.0337419449559686,0.00405299425052338
1,1,0.5,5,5000,730,1,1,0.0176067234356331,0.0797427637585981,-0.00280628731222204,0.0035971670332631
1,1,0.5,5,5000,732,1,1,0.0322363365421516,0.047476105192427,0.0303820138523685,0.00376141454536035
1,1,0.5,5,5000,734,1,1,0.0184438392469036,0.0748264176494026,-0.0299805080715051,0.00696212162595351
1,1,0.5,5,5000,736,1,1,0.0399744268098033,0.0619773486786825,0.0395544949729279,0.014827529741014
1,1,0.5,5,5000,738,1,1,-0.00580192518789208,0.0735878195367262,0.0224395523165496,0.00370404137679851
1,1,0.5,5,5000,740,1,1,-0.0200572717829179,0.0710366519125087,-0.00890731863670715,0.00129333068799312
1,1,0.5,5,5000,742,1,1,0.0316286807755732,0.0868050081632642,0.00232474206595569,0.00510057286901878
1,1,0.5,5,5000,744,1,1,0.0230124848187854,0.102768948498585,0.0189626016596722,0.00421195337999017
1,1,0.5,5,5000,746,1,1,-0.00223486811875886,0.0349723465052354,-0.0117319596574393,0.000871658395592304
1,1,0.5,5,5000,748,1,1,-0.0111085371572756,0.0700500895189656,-0.0567636303429338,0.00625601736092352
1,1,0.5,5,5000,750,1,1,-0.0197158184787918,0.0256098635311975,-0.0237919744265277,0.00174050301149474
1,1,0.5,5,5000,752,1,1,-0.0338767704219747,0.103426254214823,0.0192327631166815,0.00434416350129191
1,1,0.5,5,5000,754,1,1,0.0369977437984393,0.0581330302127685,0.0322953516665069,0.00873279149863294
1,1,0.5,5,5000,756,1,1,0.0455917885896639,0.0658227623280299,0.00543628699113097,0.00738842407075712
1,1,0.5,5,5000,758,1,1,-0.0288192939724208,0.0350920987629557,-0.0254697830300124,0.00397204849981763
1,1,0.5,5,5000,760,1,1,-0.0515905870765889,0.0993667435736933,-0.00902627078491538,0.00821093922320872
1,1,0.5,5,5000,762,1,1,0.038951293378141,0.0353824159714111,-0.00615072416782199,0.000582477864266958
1,1,0.5,5,5000,764,1,1,-0.0563296212140257,0.112899977385572,-0.0524265662873025,0.00221290836953807
1,1,0.5,5,5000,766,1,1,-0.0300125535637613,0.101320426428845,-0.0301468286213693,0.00636585460743726
1,1,0.5,5,5000,768,1,1,-0.0155126574881589,0.0541094722768659,-0.0127603498962968,0.0068104427371459
1,1,0.5,5,5000,770,1,1,-0.0606805352707641,0.0614710693012133,-0.0102484357188795,0.00112160870795292
1,1,0.5,5,5000,772,1,1,-0.00981924378239645,0.0688549129276869,-0.0257406671447217,0.00270758991722235
1,1,0.5,5,5000,774,1,1,0.0467233847335449,0.0893972513561169,0.0143376612686533,0.00201877096793292
1,1,0.5,5,5000,776,1,1,0.00135904321753253,0.0398537239275735,0.00935428424636125,0.00456521675879344
1,1,0.5,5,5000,778,1,1,-0.00584290551216302,0.121535032373293,0.00776495575311673,0.00483895860694425
1,1,0.5,5,5000,780,1,1,-0.0394776475728765,0.0796638938439493,-0.0228654431693554,0.00290737656542544
1,1,0.5,5,5000,782,1,1,0.0637260050421349,0.0371998255871374,0.0238519333050702,0.00246514916349527
1,1,0.5,5,5000,784,1,1,0.00982208494260743,0.0540467690261672,0.0151610884100997,0.000200517445668332
1,1,0.5,5,5000,786,1,1,-0.059240271969701,0.0900966600183204,-0.0353641013133203,0.00272467404942838
1,1,0.5,5,5000,788,1,1,-0.0175274022365684,0.0977768423116999,0.019162212138873,0.0014339297361483
1,1,0.5,5,5000,790,1,1,-0.0659033681947274,0.117451108463822,-0.0480769792962863,0.00885813310314377
1,1,0.5,5,5000,792,1,1,0.0209209132085673,0.0334240871450801,0.0229351303626844,0.00247831629586665
1,1,0.5,5,5000,794,1,1,-0.0703800369425432,0.0713957482357783,-0.0340450878535542,0.00253887918395487
1,1,0.5,5,5000,796,1,1,-0.0172467924563355,0.0463282749042394,-0.0349042106189803,0.00171152125498233
1,1,0.5,5,5000,798,1,1,-0.0206528600525092,0.041212342658322,-0.0373334640253674,0.00236361147988207
1,1,0.5,5,5000,800,1,1,-0.0386643331163864,0.106923207146277,-0.0328548428556439,0.00450019084841228
1,1,0.5,5,5000,802,1,1,-0.0380601568668359,0.0336803773479631,-0.0485897567485893,0.00962810035380516
1,1,0.5,5,5000,804,1,1,-0.0910948858129734,0.0517543077966843,-0.0860640206201398,0.000212124578332533
1,1,0.5,5,5000,806,1,1,-0.0236018393634211,0.0657534357045263,-0.0234926002514055,0.00374448865611192
1,1,0.5,5,5000,808,1,1,0.0260280500983582,0.0417967992707454,0.0231347735956929,0.00423615050264344
1,1,0.5,5,5000,810,1,1,0.0172935403597804,0.0579944288720601,-0.0128584839764558,0.00206537851172225
1,1,0.5,5,5000,812,1,1,0.0226793911308123,0.0568518313603161,-0.00496581457962799,0.00136473731103975
1,1,0.5,5,5000,814,1,1,-0.0305727537694934,0.0415830396328951,0.00356110937730769,0.00115567424615841
1,1,0.5,5,5000,816,1,1,-0.0614592318614954,0.0599259584274281,-0.0741369362017117,0.00237849362504799
1,1,0.5,5,5000,818,1,1,0.0385035977374224,0.0323649878124332,0.00733064349937438,0.00150544964936968
1,1,0.5,5,5000,820,1,1,0.000876704360819636,0.0816078773517851,-0.00577511189331281,0.00365218974932619
1,1,0.5,5,5000,822,1,1,0.0043766061074447,0.0655907677821683,0.000428242716390526,0.00293143159356865
1,1,0.5,5,5000,824,1,1,-0.0174452160456861,0.0603742026927414,0.00398570358789283,0.00249809492141392
1,1,0.5,5,5000,826,1,1,0.00631676858997625,0.0490975490847315,-0.0487688386194554,0.00738932246997412
1,1,0.5,5,5000,828,1,1,0.0599652072255805,0.0793545481603652,0.0247981451854857,0.00327050551936382
1,1,0.5,5,5000,830,1,1,-0.0131186926194967,0.0796510105845268,-0.0210327034790015,0.00189212384664465
1,1,0.5,5,5000,832,1,1,0.0412928007497116,0.0407362439440934,0.0207911242374457,0.0018616716282606
1,1,0.5,5,5000,834,1,1,-0.0384154898690575,0.161178312643388,-0.0103473706654544,0.0111256135509913
1,1,0.5,5,5000,836,1,1,-0.01773749137636,0.0660502632759097,-0.0662859448261408,0.0160342611517508
1,1,0.5,5,5000,838,1,1,0.117123770144533,0.103359938313186,0.0814766020949894,0.00799532949229403
1,1,0.5,5,5000,840,1,1,-0.00469379554444695,0.10516106771982,-0.0120421596156254,0.00935566246091655
1,1,0.5,5,5000,842,1,1,-0.0932609363447839,0.0593019592266464,-0.101476564110576,0.01605035968473
1,1,0.5,5,5000,844,1,1,-0.03492291854295,0.121157897068133,-0.0890914338845702,0.01752734336617
1,1,0.5,5,5000,846,1,1,-0.0834839119433802,0.0618984548546076,-0.073174749585993,0.0123012538143604
1,1,0.5,5,5000,848,1,1,-0.0344876098402465,0.0617401943691012,0.00319169310185532,0.00308447274180692
1,1,0.5,5,5000,850,1,1,0.00581468077304505,0.0692945697370381,-0.0204105185304617,0.0144666230119985
1,1,0.5,5,5000,852,1,1,0.0686661208172692,0.0593497171072293,0.0337799147693321,0.00589906394592733
1,1,0.5,5,5000,854,1,1,0.0215814607519367,0.0810489224016673,0.0354229602621125,0.00857376730970152
1,1,0.5,5,5000,856,1,1,-0.0442862666880279,0.0765954537114494,0.0710775339608097,0.0133682420721763
1,1,0.5,5,5000,858,1,1,-0.0539882755643322,0.0934818066604807,0.0146177065790573,0.00163392956510673
1,1,0.5,5,5000,860,1,1,-0.0157952604255913,0.11888496935979,0.0235737686590234,0.00288993336160239
1,1,0.5,5,5000,862,1,1,0.00957082636726168,0.0773015115038726,0.0150901995774865,0.00656971806062254
1,1,0.5,5,5000,864,1,1,0.038506411893976,0.0613009841836731,0.0329265168330527,0.0147455638717891
1,1,0.5,5,5000,866,1,1,0.00359492340636851,0.0774717698836453,-0.00656497050672822,0.0167241817077486
1,1,0.5,5,5000,868,1,1,0.0190113562042058,0.0736481341190936,0.00600101335193975,0.00431269553990655
1,1,0.5,5,5000,870,1,1,0.0218561079138871,0.0495943075912783,-0.0238580199263664,0.00458459273153135
1,1,0.5,5,5000,872,1,1,-0.0551951836877705,0.0723033245272032,-0.019983305031022,0.00786924617918833
1,1,0.5,5,5000,874,1,1,-0.0110471059153073,0.0646311645746815,-0.0011084116833328,0.00481427772760671
1,1,0.5,5,5000,876,1,1,-0.0123819654052681,0.0578846616251453,0.00457209789845474,0.00433281045301595
1,1,0.5,5,5000,878,1,1,0.0243911043272339,0.0361628231071474,0.00885347465736586,0.00281665369929279
1,1,0.5,5,5000,880,1,1,0.03293833255492,0.119810790946178,0.009717911903498,0.0124477726980449
1,1,0.5,5,5000,882,1,1,-0.0695267074679528,0.124484307430642,-0.0665497813988322,0.00445052408653952
1,1,0.5,5,5000,884,1,1,0.0509610634392121,0.119368370161922,-0.034684717377866,0.00104014938459248
1,1,0.5,5,5000,886,1,1,-0.0217025848963931,0.0844971744722771,0.0137615435383108,0.00953260743589618
1,1,0.5,5,5000,888,1,1,-0.0280374176022725,0.0712950894688601,-0.050730328951811,0.00758504186079241
1,1,0.5,5,5000,890,1,1,-0.027080901091806,0.078854655183941,-0.0221619330922571,0.00774930883638612
1,1,0.5,5,5000,892,1,1,-0.0265049986811546,0.120871878719898,-0.0459861313286731,0.00143852719745692
1,1,0.5,5,5000,894,1,1,0.0027160119427299,0.0716833411107599,0.00131825097642186,0.0122257838951269
1,1,0.5,5,5000,896,1,1,-0.0548369997029165,0.114000815792078,-0.0581811096022894,0.00556178082376405
1,1,0.5,5,5000,898,1,1,-0.0314435488034068,0.0411829696419954,0.0149113501591597,0.00092436006768178
1,1,0.5,5,5000,900,1,1,-0.0978186514379887,0.083137220378821,-0.0394026585899118,0.00785308152700748
1,1,0.5,5,5000,902,1,1,0.0111539768199872,0.110160139384714,0.0614025581867636,0.00473080200348593
1,1,0.5,5,5000,904,1,1,-0.00816782003695095,0.103275329331373,0.00869309955046262,0.00277058710277903
1,1,0.5,5,5000,906,1,1,-0.0096297570736565,0.0636309729863887,0.0255405503924781,0.00222512387882112
1,1,0.5,5,5000,908,1,1,0.000415784035368238,0.148908562282344,0.0163149623223378,0.0272192724793224
1,1,0.5,5,5000,910,1,1,-0.00648802965532611,0.0960035337931418,-0.0108124652910468,0.00268703237964457
1,1,0.5,5,5000,912,1,1,0.0537209110830125,0.0376105655072767,-0.0281914231959489,0.00210888470347137
1,1,0.5,5,5000,914,1,1,0.0250999108340128,0.0864644680789268,0.0357965097375119,0.00822062710778125
1,1,0.5,5,5000,916,1,1,-0.029943625987226,0.175135002620528,-0.0264735628097544,0.0102604980236288
1,1,0.5,5,5000,918,1,1,-0.0351611822863153,0.0752498582850611,0.0382675101681196,0.00471736886364036
1,1,0.5,5,5000,920,1,1,-0.0425101337386466,0.0747711040363499,-0.0265722689067383,0.00768045846094458
1,1,0.5,5,5000,922,1,1,-0.0754281364235888,0.129299857379823,0.000229092592859706,0.0153035927354047
1,1,0.5,5,5000,924,1,1,-0.0372489065964936,0.145862141481761,-0.0236024389123875,0.0135393174330587
1,1,0.5,5,5000,926,1,1,0.0299089434917495,0.0537654814008793,0.0471247249143198,0.0027972139004281
1,1,0.5,5,5000,928,1,1,-0.0298166713005674,0.090956382632915,0.0162243694261437,0.00390350834954672
1,1,0.5,5,5000,930,1,1,-0.00712249903918334,0.0654475781530952,-0.0116326687892571,0.00175196298467186
1,1,0.5,5,5000,932,1,1,0.00909302011219448,0.0142378605484688,0.039893169644067,0.00353328790035208
1,1,0.5,5,5000,934,1,1,0.020570827803238,0.0544202215323722,0.0351674753587602,0.0108654872129218
1,1,0.5,5,5000,936,1,1,0.0280243510603157,0.0768065989600463,0.061970546110445,0.0142000220510652
1,1,0.5,5,5000,938,1,1,-0.0700081605111507,0.108640549772075,-0.0295880579560371,0.00812549792510465
1,1,0.5,5,5000,940,1,1,0.0145207542054059,0.0765180526192469,0.0136763916562064,0.0156338862772393
1,1,0.5,5,5000,942,1,1,0.0407673888754702,0.080342833835384,0.0157723510202266,0.00704074720474634
1,1,0.5,5,5000,944,1,1,-0.0688367190194703,0.0779116739652434,-0.0562609674406052,0.0048439353214336
1,1,0.5,5,5000,946,1,1,-0.00650819685530359,0.122523374101941,0.0416103823374393,0.00240740097051307
1,1,0.5,5,5000,948,1,1,-0.000783323593803065,0.0806025864017591,0.0514829239441135,0.00834685925743188
1,1,0.5,5,5000,950,1,1,-0.0677577024019715,0.0878433720415244,0.0276020634801036,0.00762979363245459
1,1,0.5,5,5000,952,1,1,-0.062138480054926,0.0635949532099979,-0.00239957200853689,0.00507188756537931
1,1,0.5,5,5000,954,1,1,0.0216258745991988,0.125429319415073,0.0593787215632597,0.0221913022561093
1,1,0.5,5,5000,956,1,1,0.0207572923019389,0.120714547352565,0.00801810408523296,0.00638304183401472
